Info in <TCanvas::Print>: png file significance0.png has been created
Info in <TCanvas::Print>: png file significance1.png has been created
100 	 4.44308799057 	 0.0224965678864
200 	 4.44308799057 	 0.0224965678864
300 	 4.44308799057 	 0.0224965678864
400 	 4.44308799057 	 0.0224965678864
500 	 4.44308799057 	 0.0224965678864
600 	 4.47338302408 	 0.0226499982389
700 	 4.59351341733 	 0.0232584490271
800 	 5.12887444321 	 0.0259728914456
900 	 5.97878463061 	 0.0302995573275
1000 	 6.49851676737 	 0.0329621551506
1100 	 7.71902454275 	 0.0392859955829
1200 	 9.13825352937 	 0.0468249949265
1300 	 9.9186125021 	 0.0510909725156
1400 	 11.5557667943 	 0.0604535348389
1500 	 13.2397533527 	 0.0709592546048
1600 	 14.0268477729 	 0.0764011832747
1700 	 15.5616591135 	 0.0884018811178
1800 	 16.6944378818 	 0.100547129049
1900 	 17.0700659304 	 0.106645137614
2000 	 17.513397509 	 0.119518475756
2100 	 17.2834498582 	 0.130737289235
2200 	 16.9651024362 	 0.135859314419
2300 	 15.8426834307 	 0.143242600589
2400 	 14.6684317908 	 0.150545875429
2500 	 13.7154645104 	 0.150422181789
2600 	 11.9555976788 	 0.149643942654
2700 	 10.4667119278 	 0.149674144015
2800 	 9.84481682607 	 0.15055264348
2900 	 8.48874032349 	 0.148370634857
3000 	 7.49682080976 	 0.150037034762
3100 	 7.03126074356 	 0.150749006309
3200 	 6.13432468492 	 0.149710861627
3300 	 5.59283070513 	 0.155643460668
3400 	 5.15323912443 	 0.153135187938
3500 	 4.55547927312 	 0.154997775056
3600 	 4.06951015611 	 0.158263095242
3700 	 3.80456007576 	 0.158046622935
3800 	 3.3641368385 	 0.158915697274
3900 	 2.9672227387 	 0.159131185256
4000 	 2.76426735766 	 0.158233766126
4100 	 2.362796745 	 0.154015250556
4200 	 2.10396704418 	 0.15515879892
4300 	 1.99820812782 	 0.156438815936
4400 	 1.7625227775 	 0.155842491958
4500 	 1.57037907294 	 0.155765821895
4600 	 1.47191283151 	 0.154566992674
4700 	 1.29018581369 	 0.153099636243
4800 	 1.13158189933 	 0.152157027293
4900 	 1.02209964904 	 0.14786043798
5000 	 0.839093857325 	 0.141076988097
5100 	 0.741066261872 	 0.141770184154
5200 	 0.687785038814 	 0.141891296747
5300 	 0.604833557699 	 0.141712894984
5400 	 0.533163830956 	 0.14253475764
5500 	 0.475350389465 	 0.135670496452
5600 	 0.453207507567 	 0.14403880121
5700 	 0.413858578024 	 0.143514149266
5800 	 0.407205942364 	 0.144694331027
5900 	 0.367149789552 	 0.147403361981
6000 	 0.335771407567 	 0.146125748915
100 	 0.228008871662 	 0.00509684966708
200 	 0.228008871662 	 0.00509684966708
300 	 0.228008871662 	 0.00509684966708
400 	 0.228008871662 	 0.00509684966708
500 	 0.228008871662 	 0.00509684966708
600 	 0.229565073342 	 0.00513163658549
700 	 0.23573486398 	 0.00526957875034
800 	 0.263290194317 	 0.00588567280831
900 	 0.307364612775 	 0.00687149694903
1000 	 0.334628594032 	 0.00748172866259
1100 	 0.399952569837 	 0.00894581288473
1200 	 0.479355349941 	 0.0107300252389
1300 	 0.525266164044 	 0.011764600153
1400 	 0.62925317729 	 0.0141192263568
1500 	 0.753239730853 	 0.0169454301926
1600 	 0.821573846894 	 0.0185157681166
1700 	 0.982666063827 	 0.0222553572851
1800 	 1.16874878937 	 0.0266667666739
1900 	 1.27422390988 	 0.029214303305
2000 	 1.52440821532 	 0.0353774587649
2100 	 1.79194869359 	 0.0422595415818
2200 	 1.93357618791 	 0.0460557678265
2300 	 2.19550650272 	 0.0535629119286
2400 	 2.46409920718 	 0.0619979047972
2500 	 2.53663306254 	 0.0649921285745
2600 	 2.64472741054 	 0.0706934130066
2700 	 2.72531375699 	 0.0766954020684
2800 	 2.76412201426 	 0.0801038717624
2900 	 2.71884655175 	 0.0842871574156
3000 	 2.67235198248 	 0.0899078406524
3100 	 2.61767003134 	 0.0923128049282
3200 	 2.41071858049 	 0.0941753270982
3300 	 2.29752979881 	 0.100118510913
3400 	 2.16376628381 	 0.0995714023223
3500 	 2.00424277937 	 0.103160206953
3600 	 1.85637308833 	 0.1072602899
3700 	 1.76581768461 	 0.108038277564
3800 	 1.59332685563 	 0.109734759942
3900 	 1.43128597465 	 0.110888090923
4000 	 1.34642512485 	 0.110792998674
4100 	 1.17545155879 	 0.108958894768
4200 	 1.06288411507 	 0.110613738671
4300 	 1.01008922014 	 0.111566627841
4400 	 0.902132300842 	 0.111829588711
4500 	 0.802615914592 	 0.111693419981
4600 	 0.751469945854 	 0.110768565698
4700 	 0.672596295148 	 0.110855679685
4800 	 0.60574550522 	 0.111628711506
4900 	 0.570502602893 	 0.110737466623
5000 	 0.506760069495 	 0.109854177104
5100 	 0.468235508344 	 0.112901606492
5200 	 0.451559210591 	 0.11517153915
5300 	 0.408366168753 	 0.116635772798
5400 	 0.377488657392 	 0.120113845399
5500 	 0.346153265332 	 0.115920680693
5600 	 0.334747099497 	 0.123960788516
5700 	 0.293971435428 	 0.121136730211
5800 	 0.271792321372 	 0.118420525313
5900 	 0.253964747587 	 0.122802644005
6000 	 0.22347868534 	 0.119428136911
